COB_DATE,POSITION_ID,CUSIP,VaR,Duration,Convexity
20180102,20180102BONDT4A007,,354.2157502,28.62781688,13.1065236
20180102,20180102C653124476T5A015,C653124476,21700.38677,6.218287517,1.52779745
20180102,20180102C534956101T3A014,C534956101,796.0049699,9.824326453,4.735955374
20180102,20180102C645474804T4A013,C645474804,16538.64378,34.98917015,16.75310449
20180102,20180102BONDT1A008,,29902.5426,31.9335175,14.87839178
20180102,20180102C285291663T5A004,C285291663,3724.172952,22.74108722,5.154657093
20180102,20180102C270807154T3A010,C270807154,9612.363743,45.34289754,11.94561209
20180102,20180102BONDT5A009,,612462.8575,17.85625216,7.780748778
20180102,20180102C925055856T2A010,C925055856,1411.397828,22.51031413,5.276098058
20180102,20180102C491534729T4A011,C491534729,0,10.88872813,3.617236326
20180102,20180102C715608976T5A006,C715608976,3404.613666,6.651656553,1.59033189
20180102,20180102C966634544T3A013,C966634544,58940.48521,0.312072114,0.081651365
20180102,20180102C627157732T2A009,C627157732,8081.995274,29.53690082,13.65866957
20180102,20180102C947476417T3A001,C947476417,46122.8599,7.373173863,0.625282952
20180102,20180102BONDT4A001,,11425.96315,18.96936862,1.601192537
20180102,20180102BONDT1A008,,41464.77809,7.455979902,2.678996851
20180102,20180102C192395511T3A009,C192395511,53627.28715,38.5153222,18.3465798
20180102,20180102C925055856T3A002,C925055856,1357.848117,30.31752906,13.65418223
20180102,20180102C615991809T3A005,C615991809,75327.9233,22.81669959,9.147332726
20180102,20180102C551763107T2A002,C551763107,0,12.63157594,3.639385097
20180102,20180102C645474804T5A008,C645474804,11806.91915,46.19253592,1.98212441
20180102,20180102C615991809T3A015,C615991809,46304.64737,15.9905471,7.771948486
20180102,20180102C175210911T2A015,C175210911,1748.463833,17.56766514,0.262157861
20180102,20180102C969254604T3A006,C969254604,47929.23182,33.21665758,5.088000196
20180102,20180102C146500095T5A009,C146500095,68981.33046,12.64744636,1.685816196
20180102,20180102C219753848T2A001,C219753848,54421.31307,30.11856431,6.885233492
20180102,20180102C521914858T4A014,C521914858,13440.19644,8.843782775,2.202646545
20180102,20180102BONDT1A008,,108920.8273,39.76370468,18.39633586
20180102,20180102C270931603T4A004,C270931603,34170.57421,17.20833289,6.277012452
20180102,20180102BONDT1A010,,243513.9347,26.69133287,11.2725309
20180102,20180102C954078928T2A007,C954078928,2481.799882,28.75669956,12.2967256
20180102,20180102C956810865T2A010,C956810865,1895.598721,3.19233006,0.873715236
20180102,20180102C579623648T1A005,C579623648,34871.22708,19.09586326,0.775877076
20180102,20180102C402902400T3A014,C402902400,5733.89475,11.26323287,3.980468697
20180102,20180102C645474804T5A004,C645474804,19895.8969,3.472500719,1.48279099
20180102,20180102C432342063T4A002,C432342063,9449.794431,33.05537863,15.15382458
20180102,20180102C417359878T2A011,C417359878,11225.59718,25.96000448,5.850125337
20180102,20180102C113609857T2A000,C113609857,25413.74316,17.88445993,7.157614006
20180102,20180102C746067626T2A011,C746067626,55743.66723,2.255212605,1.125108138
20180102,20180102C457877394T3A011,C457877394,25785.68124,7.767013685,1.956889199
20180102,20180102BONDT2A000,,49138.70605,15.48087669,5.170373466
20180102,20180102C182368642T4A003,C182368642,27205.48232,39.00085986,7.819811861
20180102,20180102C980362150T4A007,C980362150,0,16.660967,5.937360318
20180102,20180102C168746412T5A006,C168746412,4691.007382,9.776282296,2.247133724
20180102,20180102C432342063T4A015,C432342063,37805.61022,6.105628645,0.710275876
20180102,20180102C954078928T5A006,C954078928,9356.539883,10.72386288,3.800639494
20180102,20180102C954078928T4A012,C954078928,592.8704409,29.28725494,12.74247482
20180102,20180102C793833300T3A015,C793833300,25454.56158,11.74895837,5.528200088
20180102,20180102C746067626T3A009,C746067626,48337.59257,3.246069367,0.707425402
20180102,20180102C285291663T2A013,C285291663,35616.99494,3.183148111,0.46245076
20180103,20180103C823054248T1A015,C823054248,20305.38312,10.26141807,1.663452914
20180103,20180103C588718138T3A012,C588718138,6745.246922,23.21388645,8.84955019
20180103,20180103C588718138T1A013,C588718138,45113.23435,28.67970163,5.32412877
20180103,20180103C441864024T5A006,C441864024,42038.29992,42.81209974,15.52675553
20180103,20180103C298891492T3A003,C298891492,19114.48905,41.94929428,8.345540547
20180103,20180103C842853862T2A013,C842853862,39583.99965,30.88593346,13.10354522
20180103,20180103C417359878T2A006,C417359878,5915.655888,28.16411596,7.454774253
20180103,20180103C207240619T5A005,C207240619,11475.98619,5.577174459,1.661538562
20180103,20180103C859618923T1A000,C859618923,10336.87265,10.97814364,2.777327352
20180103,20180103C588718138T5A010,C588718138,6185.657964,7.242590639,0.463163237
20180103,20180103C823054248T4A003,C823054248,10055.94308,37.34365462,18.58018866
20180103,20180103C417359878T5A015,C417359878,34958.44349,2.150420474,0.060596843
20180103,20180103C521914858T3A008,C521914858,16707.17338,39.67573639,2.394152529
20180103,20180103BONDT4A012,,0,38.80410841,17.41196402
20180103,20180103C501048147T2A000,C501048147,17744.53306,26.99239602,4.131760904
20180103,20180103C627157732T2A011,C627157732,700.4597059,0.881745883,0.384342735
20180103,20180103C575312666T4A001,C575312666,46617.45567,44.22514294,11.47608741
20180103,20180103C969254604T1A000,C969254604,12156.11778,36.36523212,4.723168663
20180103,20180103BONDT3A003,,0,15.62810645,2.584701895
20180103,20180103C270807154T1A005,C270807154,22339.34612,29.17464244,7.304076199
20180103,20180103C404954805T5A010,C404954805,1645.802581,17.31449349,4.983662978
20180103,20180103C146500095T2A000,C146500095,29969.5424,15.19917985,1.793866822
20180103,20180103C690248719T4A011,C690248719,25747.18845,46.84476418,23.34180949
20180103,20180103C925055856T5A012,C925055856,19861.10886,7.358309217,2.423696725
20180103,20180103C747097309T2A003,C747097309,30653.36872,2.019324488,0.126488041
20180103,20180103C859618923T2A005,C859618923,7105.494315,36.09220554,1.007550044
20180103,20180103C246045880T5A005,C246045880,42241.59554,8.132396537,0.900702725
20180103,20180103C497714900T2A007,C497714900,24942.86563,26.6001128,8.235524056
20180103,20180103C653124476T1A004,C653124476,41693.15065,21.00005471,1.076823684
20180103,20180103C579623648T5A005,C579623648,12732.13814,47.5861932,3.887224179
20180103,20180103BONDT5A008,,8109.865528,12.16574133,1.869433007
20180103,20180103C856299965T2A002,C856299965,25035.42975,25.72757793,12.04573325
20180103,20180103BONDT4A005,,19038.57244,45.83497267,19.20027733
20180103,20180103C793833300T2A011,C793833300,0,31.50736798,11.03783807
20180103,20180103C291181338T1A008,C291181338,7123.39345,28.01784958,10.10710065
20180103,20180103C551763107T3A000,C551763107,37920.11683,29.70863954,10.97995322
20180103,20180103C192395511T4A015,C192395511,48196.0301,12.04487126,3.465696197
20180103,20180103C811250293T2A009,C811250293,16377.25887,14.19836034,0.422305661
20180103,20180103C501048147T1A006,C501048147,20833.82538,15.31172256,5.89069083
20180103,20180103C298891492T1A004,C298891492,34299.67726,43.32753487,9.065407711
20180103,20180103C579623648T2A003,C579623648,30412.30566,17.04346164,6.36994246
20180103,20180103C270807154T2A006,C270807154,35382.23057,7.067917865,0.826510652
20180103,20180103C900255546T4A014,C900255546,53896.9178,35.67879469,1.869857181
20180103,20180103C317648987T3A009,C317648987,6575.015476,1.184017814,0.543637037
20180103,20180103C298891492T2A001,C298891492,44315.18603,15.95859622,4.926892279
20180103,20180103BONDT5A008,,470065.5107,34.68225664,5.50835462
20180103,20180103C113609857T1A009,C113609857,21585.82563,24.91643638,7.474988169
20180103,20180103C335954952T1A004,C335954952,21642.37041,29.56005476,1.451842982
20180103,20180103C856299965T3A007,C856299965,30216.24059,38.60725829,10.4874346
20180103,20180103C441864024T4A015,C441864024,39614.54141,11.47674722,5.606577993
20180103,20180103C575310731T4A001,C575310731,16265.64406,21.38781574,4.08725706
20180103,20180103C402902400T1A014,C402902400,5817.742169,19.83524572,6.287244803
20180103,20180103C654238957T4A002,C654238957,18637.73078,15.22677088,1.705549099
20180103,20180103C627157732T3A005,C627157732,5442.186196,5.880819653,0.778947873
20180103,20180103BONDT3A002,,3221.310221,20.68914169,10.14111885
20180103,20180103C501048147T1A009,C501048147,16603.50943,6.864750069,1.119513034
20180103,20180103C966634544T1A000,C966634544,12618.06868,45.58510641,5.127905657
20180103,20180103BONDT1A000,,48432.10198,44.59884961,17.82160393
20180103,20180103C877349282T5A000,C877349282,7485.081786,25.20238778,9.444802052
20180103,20180103C588718138T1A001,C588718138,38097.03201,47.73926438,11.11550159
20180103,20180103C710231249T3A006,C710231249,74174.29276,39.72503012,16.44735277
20180103,20180103C936333253T1A007,C936333253,11290.91683,32.07355397,9.890629287
20180103,20180103C534956101T3A008,C534956101,48211.56409,44.15913391,17.18195355
20180103,20180103C906008511T2A014,C906008511,50547.58795,43.461034,17.31774186
20180103,20180103C575312666T2A011,C575312666,38159.81352,3.698967496,1.114562154
20180103,20180103C755456336T5A006,C755456336,71590.20217,1.885235528,0.228653236
20180103,20180103C541596602T3A009,C541596602,26009.63038,13.45607994,0.14084212
20180103,20180103C216547584T2A008,C216547584,10197.92496,31.52412134,2.766093091
20180103,20180103C386947041T1A007,C386947041,22082.22156,33.1615039,1.798622269
20180103,20180103C432342063T1A009,C432342063,32579.1769,32.36855915,14.69245259
20180103,20180103C667656750T1A010,C667656750,6474.424931,7.162253496,1.094807718
20180103,20180103C833889773T1A003,C833889773,29469.22552,20.24185266,7.248136741
20180103,20180103C980362150T4A012,C980362150,77274.5144,39.60519244,18.83404744
20180103,20180103C653124476T4A005,C653124476,28565.6068,18.56753465,8.465080759
20180103,20180103C856299965T5A005,C856299965,14917.92352,48.77828978,13.44427688
20180103,20180103C853829400T4A010,C853829400,11968.79226,47.85389472,20.74076725
20180103,20180103C980362150T1A010,C980362150,3325.303284,17.62838308,4.340371811
20180103,20180103C780779706T5A010,C780779706,275.6470663,6.51730501,2.397928622
20180103,20180103C746067626T1A010,C746067626,1123.187985,34.30428615,10.21018895
20180103,20180103C528162455T1A002,C528162455,40205.26619,49.62649395,18.77403331
20180103,20180103BONDT2A009,,13030.4659,5.082132749,1.102098426
20180103,20180103C780779706T1A004,C780779706,40300.57359,30.91865876,2.798967763
20180103,20180103C348312558T2A000,C348312558,62045.16515,25.57591019,6.695834524
20180103,20180103C385264889T4A004,C385264889,54726.88822,18.36736809,1.761910577
20180103,20180103C262865085T4A005,C262865085,32587.95467,2.917863722,1.129443172
20180103,20180103C242694825T2A010,C242694825,22365.1277,38.83750759,17.5911791
20180103,20180103C288998471T1A007,C288998471,842.4630001,27.08417448,1.687250981
20180103,20180103C654238957T2A003,C654238957,350.129937,49.5828103,1.09073313
20180103,20180103C351197651T1A005,C351197651,4153.196394,34.70361797,13.40057033
20180103,20180103C432342063T4A006,C432342063,20342.13696,35.32455168,17.50742132
20180103,20180103C270807154T2A002,C270807154,13589.08114,6.324700368,2.732679991
20180103,20180103BONDT1A013,,16540.69968,11.17360575,1.413754537
20180103,20180103BONDT5A006,,189159.1473,49.39143637,10.74062662
20180103,20180103C441864024T2A004,C441864024,2117.099769,31.12023209,5.401940829
20180103,20180103C947476417T2A006,C947476417,2723.443643,42.62746187,2.206699154
20180103,20180103C898246678T5A006,C898246678,25037.17554,24.41275808,2.370724249
20180103,20180103C175210911T4A006,C175210911,58061.8054,6.28126077,1.448990661
20180103,20180103C969254604T2A008,C969254604,11294.25097,2.043102202,0.410687584
20180103,20180103C351197651T2A015,C351197651,79534.25173,30.37481142,14.33330777
20180103,20180103C811250293T4A012,C811250293,4406.246792,17.23155352,6.85745361
20180104,20180104C551763107T1A004,C551763107,185.4216241,20.10904258,8.797790476
20180104,20180104C385264889T3A011,C385264889,2136.936708,23.86074785,4.203685804
20180104,20180104C936333253T1A002,C936333253,21212.99349,46.76089193,6.478143237
20180104,20180104C531620366T2A004,C531620366,15828.24243,19.36407881,6.992878668
20180104,20180104C850326527T4A014,C850326527,7339.608198,45.07225478,18.27428015
20180104,20180104C432342063T2A009,C432342063,2178.134551,9.804335264,0.441607031
20180104,20180104BONDT2A001,,112.161801,5.872759118,0.979352635
20180104,20180104C306428091T2A009,C306428091,11798.15613,41.08344931,15.49696562
20180104,20180104C219753848T3A014,C219753848,3041.030979,18.09845978,4.844496801
20180104,20180104C497714900T4A008,C497714900,737.6822523,26.70084191,12.82010677
20180104,20180104BONDT3A014,,46716.53846,44.15947318,20.00610406
20180104,20180104C242694825T5A015,C242694825,1016.973791,20.5430303,3.179771265
20180104,20180104C823054248T5A004,C823054248,19242.70955,17.27650516,7.433326229
20180104,20180104C615991809T5A007,C615991809,1593.027511,32.85044475,12.44598811
20180104,20180104BONDT4A004,,18266.35485,34.62993725,13.03423394
20180104,20180104C192395511T2A015,C192395511,1621.227945,25.49851621,1.631036161
20180104,20180104C242694825T5A014,C242694825,6001.139718,3.195308302,0.961889058
20180104,20180104C317648987T1A002,C317648987,2838.630978,29.84901429,12.02101557
20180104,20180104C772969772T3A009,C772969772,26954.77047,19.65483899,9.669642442
20180104,20180104BONDT4A004,,74695.79574,3.181070364,1.315509368
20180104,20180104C956282871T2A013,C956282871,995.4250492,31.34527606,2.791238454
20180104,20180104C780779706T2A012,C780779706,29665.64845,48.23142767,13.5356064
20180104,20180104BONDT2A013,,4362.657209,36.76768814,11.30137143
20180104,20180104C575310731T2A003,C575310731,27036.54901,22.86851204,8.214658416
20180104,20180104C216547584T1A003,C216547584,25805.55197,40.09900285,0.467282853
20180104,20180104C947476417T2A000,C947476417,29262.30991,13.36149361,1.019329418
20180104,20180104C182368642T1A007,C182368642,42652.47258,28.95829338,12.97221746
20180104,20180104C285291663T2A001,C285291663,58674.94142,24.74574778,5.360516963
20180104,20180104C966634544T4A008,C966634544,51629.83833,1.317613357,0.375002841
20180104,20180104C219753848T5A008,C219753848,544.6623844,19.97613067,6.895383255
20180104,20180104C581066816T3A000,C581066816,43719.73756,17.0819338,7.342612808
20180104,20180104BONDT5A005,,15178.76317,31.56122303,8.352981461
20180104,20180104C404954805T4A009,C404954805,10193.01662,48.41980172,15.09689771
20180104,20180104C207240619T2A008,C207240619,1716.121718,30.89398214,10.29196887
20180104,20180104C500289558T4A007,C500289558,34791.02982,15.87011547,5.414582149
20180104,20180104C906008511T4A000,C906008511,18451.30418,13.20943724,0.303161136
20180104,20180104C747097309T1A013,C747097309,5950.634088,3.10198869,1.322080279
20180104,20180104BONDT5A004,,92764.89478,42.81010533,13.42306698
20180104,20180104C654238957T1A002,C654238957,8667.763714,22.94919653,6.833531932
20180104,20180104BONDT5A004,,24890.90333,12.80007848,1.135526958
20180104,20180104C242694825T2A004,C242694825,23739.50579,30.26091398,11.56893956
20180104,20180104BONDT3A015,,16611.61416,19.19728471,4.674305068
20180104,20180104BONDT4A000,,13105.7805,48.36662266,4.995604774
20180104,20180104C351197651T4A004,C351197651,14193.62156,49.84899389,16.5985439
20180104,20180104C432342063T5A007,C432342063,3573.122376,28.0254523,10.92644679
20180104,20180104C309653244T1A015,C309653244,5176.598053,44.85742488,15.58230318
20180104,20180104C947476417T4A007,C947476417,6829.470457,38.09109903,2.53837968
20180104,20180104C654238957T3A015,C654238957,40332.63671,3.045080549,0.200450246
20180104,20180104C579623648T5A012,C579623648,76406.9889,39.38864957,18.71560276
20180104,20180104C386947041T5A010,C386947041,3804.71426,20.22151851,5.798611633
20180104,20180104C242694825T3A012,C242694825,8887.204664,32.60502388,8.778355968
20180104,20180104C182368642T1A001,C182368642,3309.210242,35.65702217,4.416880311
20180104,20180104BONDT3A010,,84443.85611,21.1797204,0.659106556
20180104,20180104C575312666T4A003,C575312666,34421.03107,4.662456174,2.155195522
20180104,20180104BONDT5A004,,58266.3021,30.27582151,7.905904292
20180104,20180104C192395511T3A003,C192395511,72731.81435,38.18955274,14.64042807
20180104,20180104BONDT2A015,,24253.7048,39.20045115,15.42354904
20180104,20180104C192395511T5A010,C192395511,23379.47805,19.51813547,3.553165152
20180104,20180104C579623648T1A012,C579623648,40851.8202,20.93367302,4.575739751
20180104,20180104C575312666T3A003,C575312666,7309.957379,8.898462298,3.184242221
20180104,20180104C216547584T4A006,C216547584,43989.36126,19.8365924,3.493409737
20180104,20180104C755456336T3A004,C755456336,55595.94687,0.789744465,0.071025781
20180104,20180104BONDT1A009,,6698.721717,20.26214266,7.917845013
20180104,20180104C270807154T2A007,C270807154,1935.722121,41.25408135,19.48808448
20180104,20180104C763405435T4A002,C763405435,21885.51271,26.34069187,2.242532075
20180104,20180104C898246678T4A007,C898246678,11728.07656,46.32161858,14.45649473
20180104,20180104C667656750T3A015,C667656750,3936.186514,11.82361037,1.516157503
20180104,20180104C850326527T3A000,C850326527,21660.27255,16.97535304,3.626696158
20180104,20180104C246045880T2A010,C246045880,62459.22739,34.18957153,14.84043164
20180104,20180104C898246678T4A000,C898246678,699.6359198,12.62003708,3.11916756
20180104,20180104C207240619T1A013,C207240619,18917.88163,20.09392158,4.923958034
20180104,20180104C954078928T2A000,C954078928,26881.55883,30.4211714,0.531185137
20180104,20180104C947476417T1A006,C947476417,29360.44208,35.68017259,1.126439065
20180104,20180104C246045880T1A010,C246045880,40943.87478,46.29930502,14.38983593
20180104,20180104C639711407T4A001,C639711407,5042.992341,7.591173496,0.423414965
20180104,20180104C386947041T3A015,C386947041,10562.62714,13.60561705,6.127263791
20180104,20180104C667656750T4A000,C667656750,51084.18664,36.88688635,10.00953167
20180104,20180104BONDT2A002,,549.2804567,3.90665035,0.243352198
20180104,20180104C925055856T3A012,C925055856,2551.490936,46.93773471,13.33417062
20180104,20180104C823054248T5A005,C823054248,997.3538469,29.59251749,13.37011423
20180104,20180104C956282871T3A005,C956282871,17958.98351,45.65798615,0.256842363
20180104,20180104BONDT3A003,,212728.4571,12.08298934,1.123051393
20180104,20180104C925055856T4A006,C925055856,41705.59184,34.54859083,3.775940413
20180104,20180104C291181338T3A009,C291181338,17703.08946,4.679501236,1.684271908
20180104,20180104C735399065T3A011,C735399065,2461.994058,36.72536439,7.917793648
20180104,20180104BONDT4A004,,34644.54928,23.98757476,9.587694206
20180104,20180104C246045880T4A013,C246045880,69869.47062,32.9104799,13.68410976
20180104,20180104BONDT1A013,,10608.71963,47.81365668,2.035651584
20180104,20180104C531620366T1A002,C531620366,73971.99183,47.09002808,2.998196193
20180104,20180104C746067626T1A007,C746067626,11795.25878,20.98305852,2.240056398
20180104,20180104C947476417T5A015,C947476417,23882.50924,27.80661175,5.271610921
20180104,20180104C645474804T2A005,C645474804,33833.253,29.23265732,0.713471731
20180104,20180104C149922671T1A013,C149922671,4639.102488,18.12281167,0.903058477
20180104,20180104BONDT3A004,,71856.99281,31.06720931,13.77156345
20180104,20180104C216547584T3A010,C216547584,93568.42496,6.851651655,2.565684489
20180104,20180104C168746412T5A006,C168746412,8560.597203,29.26815786,7.75069933
20180104,20180104C216547584T5A003,C216547584,39672.58886,6.413616745,0.942305851
20180104,20180104C351197651T4A004,C351197651,2881.627734,3.013303982,0.33754415
20180104,20180104C793833300T2A005,C793833300,11294.13731,30.0609277,5.588592909
20180104,20180104C774787649T5A012,C774787649,2119.744155,48.76164812,12.29122678
20180105,20180105C735399065T3A011,C735399065,25224.91768,3.481493941,1.084482522
20180105,20180105C219753848T4A015,C219753848,53305.79813,46.85215017,16.55480928
20180105,20180105C653124476T4A006,C653124476,11172.18402,23.89487785,10.52991727
20180105,20180105C780779706T3A007,C780779706,2210.747869,43.12600952,2.130582324
20180105,20180105C113609857T1A015,C113609857,357.0781657,35.541371,9.31290642
20180105,20180105C811348629T5A011,C811348629,12261.74386,8.245998404,3.126519608
20180105,20180105C192395511T4A003,C192395511,59749.59907,20.13815293,7.30158904
20180105,20180105C853829400T3A008,C853829400,16574.71832,30.94174672,3.043147014
20180105,20180105C755456336T2A000,C755456336,1944.524462,46.67984874,7.908715574
20180105,20180105C291181338T4A003,C291181338,25169.80714,6.575902937,0.91965485
20180105,20180105C216547584T5A006,C216547584,8632.625979,6.309795373,0.975361263
20180105,20180105C936333253T1A006,C936333253,44644.15226,39.00474326,18.81516621
20180105,20180105C175210911T5A008,C175210911,12132.38309,40.7354727,9.690141315
20180105,20180105C351197651T5A001,C351197651,34529.02815,32.72683026,14.99534722
20180105,20180105BONDT5A006,,0,2.021535874,0.352047516
20180105,20180105BONDT5A012,,56673.29838,20.662707,8.667882237
20180105,20180105C317648987T3A000,C317648987,18513.97204,9.99260727,1.227131548
20180105,20180105C830334386T5A012,C830334386,171.7648057,2.856686699,0.379517538
20180105,20180105C500289558T4A007,C500289558,54308.42431,1.463451843,0.135752461
20180105,20180105C954078928T1A002,C954078928,1114.058356,28.18664322,1.205365843
20180105,20180105C746067626T2A010,C746067626,5056.442618,4.266138246,0.425291424
20180105,20180105BONDT5A015,,20977.66388,1.566104577,0.184538995
20180105,20180105BONDT1A001,,12502.73158,44.96948907,16.85508944
20180105,20180105C246045880T1A015,C246045880,21893.35326,43.96920544,9.930664367
20180105,20180105C458497274T2A013,C458497274,17127.84434,5.801237518,1.155117494
20180105,20180105C404954805T5A010,C404954805,32777.35291,27.61428912,8.829388978
20180105,20180105C432342063T5A002,C432342063,30403.19536,1.186703558,0.393355311
20180105,20180105C288998471T2A012,C288998471,31644.27449,31.72381944,2.170798895
20180105,20180105C898246678T1A013,C898246678,20993.12316,25.99800274,8.72247418
20180105,20180105C182368642T5A011,C182368642,12653.18649,9.915595146,1.459291632
20180105,20180105C715608976T3A015,C715608976,8074.681188,8.371572756,0.616286724
20180105,20180105C588718138T5A008,C588718138,6527.05149,39.36914957,16.94321894
20180105,20180105C856847326T2A001,C856847326,24550.29085,26.51181696,5.533401267
20180105,20180105C432342063T2A014,C432342063,18650.24804,19.13451406,8.125226821
20180105,20180105BONDT1A011,,0,4.796074053,2.269283873
20180105,20180105C877349282T5A013,C877349282,10738.06451,22.51299451,6.13090673
20180105,20180105C335954952T4A002,C335954952,4451.296126,12.44719261,5.288078269
20180105,20180105C288998471T5A007,C288998471,28424.7767,40.47443038,14.57202332
20180105,20180105BONDT1A001,,2449.581199,19.17838345,7.401955119
20180105,20180105BONDT5A007,,21615.92776,6.625508198,3.241862174
20180105,20180105C541596602T3A006,C541596602,45354.38626,31.02655869,1.283703242
20180105,20180105BONDT4A011,,156637.1329,42.23527504,13.63141832
20180105,20180105C575310731T5A013,C575310731,1038.194202,23.49116366,7.900894048
20180105,20180105C853829400T3A005,C853829400,9735.436578,16.9489168,2.551304066
20180105,20180105C833889773T3A000,C833889773,57538.35321,12.28757815,4.799135383
20180105,20180105C811348629T1A015,C811348629,44741.1674,42.17103396,3.541683156
20180105,20180105C560457637T3A002,C560457637,16688.15457,6.45515797,1.762208797
20180105,20180105C402902400T3A014,C402902400,29604.81119,38.61388827,11.80451438
20180105,20180105C531620366T1A014,C531620366,3158.008964,46.7898682,14.29310341
20180105,20180105C925055856T3A000,C925055856,49549.21192,48.93530801,5.981670207
20180105,20180105C528162455T3A007,C528162455,36584.75838,34.27371599,0.301789215
20180105,20180105C581066816T2A010,C581066816,43085.32868,35.18684897,15.7925628
20180105,20180105C242694825T4A002,C242694825,23204.74799,32.24586076,15.77357708
20180105,20180105C667656750T1A003,C667656750,11185.3059,8.582692631,3.677834455
20180105,20180105C793833300T1A001,C793833300,46234.2454,23.32934336,2.597938267
20180105,20180105C242694825T1A014,C242694825,48202.62716,28.82840866,1.857610861
20180105,20180105BONDT2A010,,535144.5583,26.05925741,6.381863194
20180105,20180105C772969772T5A009,C772969772,27373.07456,1.704437256,0.040185794
20180105,20180105C441864024T4A001,C441864024,7517.252369,16.92975346,5.421367352
20180105,20180105C497714900T2A012,C497714900,15791.2635,23.24808424,10.62936975
20180105,20180105C856299965T4A011,C856299965,8091.606995,1.14275753,0.328561149
20180105,20180105C906008511T5A008,C906008511,44283.27658,21.44178322,7.839272994
20180105,20180105C441864024T3A012,C441864024,14771.15305,47.64160381,10.52126344
20180105,20180105C969254604T1A010,C969254604,28085.64922,34.42801856,15.56127471
20180105,20180105C715608976T3A002,C715608976,2764.605083,34.12824651,9.894902317
