COB_DATE,CUSIP,CLOSE_PRICE_USD,RATE
20180427,C113609857,122.6812627,0.081342808
20180428,C113609857,118.8913849,0.164976377
20180429,C113609857,128.6832195,0.090609003
20180430,C113609857,137.0598833,0.136910395
20180501,C113609857,144.6823632,0.12954456
20180502,C113609857,140.6085576,0.108140938
20180503,C113609857,142.5384377,0.056779523
20180504,C113609857,145.5187266,0.041191018
20180505,C113609857,152.1089493,0.096867227
20180506,C113609857,150.9935964,0.108863615
20180507,C113609857,148.4458884,0.097753531
20180508,C113609857,141.051911,0.14051226
20180509,C113609857,142.504552,0.160788228
20180510,C113609857,134.6382287,0.162133271
20180511,C113609857,125.5296358,0.148591096
20180512,C113609857,131.1614714,0.059517481
20180513,C113609857,134.541357,0.043813971
20180514,C113609857,147.9536239,0.187038911
20180515,C113609857,141.6320794,0.039891106
20180516,C113609857,145.8566387,0.095109544
20180517,C113609857,150.7125762,0.074395371
20180518,C113609857,146.1852667,0.074639966
20180519,C113609857,143.1956694,0.102284189
20180520,C113609857,148.9683613,0.102887448
20180521,C113609857,138.1948894,0.035711923
20180522,C113609857,130.1380512,0.078002955
20180523,C113609857,114.6629767,0.080395596
20180524,C113609857,109.4698598,0.045679134
20180525,C113609857,108.9962587,0.024823392
20180526,C113609857,109.4940545,0.064029694
20180527,C113609857,109.0526871,0.129982621
20180528,C113609857,113.0157417,0.084662122
20180529,C113609857,106.3863928,0.150188978
20180530,C113609857,107.7162033,0.148517552
20180531,C113609857,102.2700265,0.125663432
20180601,C113609857,103.4036989,0.110636408
20180602,C113609857,104.0379568,0.06209766
20180603,C113609857,107.2050911,0.055611894
20180604,C113609857,99.57942066,0.026229694
20180605,C113609857,94.71070608,0.064682119
20180606,C113609857,103.840455,0.152007637
20180607,C113609857,106.1038408,0.044430784
20180608,C113609857,92.60917977,0.173275685
20180609,C113609857,76.14867616,0.124269978
20180610,C113609857,76.41681483,0.146706732
20180611,C113609857,66.45597562,0.095892421
20180612,C113609857,58.15722601,0.086981408
20180613,C113609857,63.55895181,0.053243536
20180614,C113609857,60.52083784,0.059960248
20180615,C113609857,46.64462059,0.058335946
20180616,C113609857,50.89134875,0.119273191
20180617,C113609857,44.3138354,0.08327481
20180618,C113609857,50.52995674,0.110694157
20180619,C113609857,42.75916151,0.085346557
20180620,C113609857,28.48422187,0.038149022
20180621,C113609857,28.90731984,0.063494363
20180622,C113609857,26.87871621,0.119659091
20180623,C113609857,22.74295083,0.15518891
20180624,C113609857,24.92687953,0.005017968
20180625,C113609857,39.75107101,0.062746734
20180626,C113609857,44.06204376,0.001962344
20180627,C113609857,48.9019341,0.068189031
20180628,C113609857,49.28495218,0.05384888
20180629,C113609857,64.49280798,0.115144881
20180630,C113609857,80.04564182,0.141629342
20180701,C113609857,82.86370345,0.134963886
20180702,C113609857,75.6769417,0.088231336
20180703,C113609857,78.52318505,0.171168227
20180704,C113609857,76.69537283,0.074125744
20180705,C113609857,77.77413314,0.065233886
20180706,C113609857,77.01185998,0.043780568
20180707,C113609857,79.20037798,0.02393361
20180708,C113609857,66.42443401,0.039826539
20180709,C113609857,73.06744904,0.029524828
20180710,C113609857,58.03255237,0.061991816
20180711,C113609857,68.04315518,0.093235976
20180712,C113609857,77.52646734,0.131790934
20180713,C113609857,81.72170932,0.040068574
20180714,C113609857,90.54149304,0.175879258
20180715,C113609857,93.37898416,0.171447217
20180716,C113609857,86.22483622,0.154967407
20180717,C113609857,78.74166878,0.153224827
20180718,C113609857,74.37377474,0.077261478
20180719,C113609857,66.22213574,0.07392154
20180720,C113609857,75.37488724,0.078038096
20180721,C113609857,64.41992755,0.109109842
20180722,C113609857,47.42123498,0.163047062
20180723,C113609857,45.20781082,0.043298953
20180724,C113609857,44.63607013,0.12652831
20180725,C113609857,41.46810177,0.132391664
20180726,C113609857,40.37037415,0.135000047
20180727,C113609857,46.07585853,0.142543985
20180728,C113609857,34.59116838,0.101377178
20180729,C113609857,26.56264071,0.071076026
20180730,C113609857,24.5995243,0.101461529
20180731,C113609857,20.07535711,0.029189258
20180801,C113609857,7.762389741,0.104822106
20180802,C113609857,4.693614293,0.089283125
20180803,C113609857,7.220160205,0.030260291
20180804,C113609857,1.906492592,0.105146937
20180805,C113609857,1.331142281,0.105252561
20180806,C113609857,1.117320908,0.053660937
20180807,C113609857,11.8117925,0.115982005
20180808,C113609857,11.26803363,0.097072474
20180809,C113609857,18.32816542,0.057127049
20180810,C113609857,9.139347039,0.081208003
20180811,C113609857,0.773261519,0.121428388
20180812,C113609857,16.37974486,0.119873637
20180813,C113609857,13.51943357,0.01943811
20180814,C113609857,7.685707323,0.09920789
20180815,C113609857,17.12528156,0.117215592
20180816,C113609857,6.914616288,0.142148299
20180817,C113609857,15.15329355,0.109752831
20180818,C113609857,33.53002037,0.112462352
20180819,C113609857,32.01870154,0.074452042
20180820,C113609857,37.59690323,0.041811069
20180821,C113609857,26.82183747,0.056281948
20180822,C113609857,35.16419324,0.189180313
20180823,C113609857,36.86447994,0.092566183
20180824,C113609857,46.05122286,0.071263207
20180825,C113609857,58.20635849,0.094676621
20180826,C113609857,50.31145831,0.051354238
20180827,C113609857,55.40085007,0.12154233
20180828,C113609857,45.8142769,0.141338104
20180829,C113609857,49.21750106,0.043108523
20180830,C113609857,49.44839375,0.154577478
20180831,C113609857,49.37254227,0.16622012
20180901,C113609857,61.0415355,0.121220346
20180902,C113609857,47.07079564,0.136229015
20180903,C113609857,52.70664859,0.115419133
20180904,C113609857,52.58700523,0.077034643
20180905,C113609857,58.29303777,0.139081392
20180906,C113609857,48.0576546,0.15391736
20180907,C113609857,35.58450075,0.052155561
20180908,C113609857,28.22982104,0.102113242
20180909,C113609857,17.06705372,0.047880847
20180910,C113609857,13.34174588,0.110646168
20180911,C113609857,23.25129503,0.084208646
20180912,C113609857,22.13947785,0.134325954
20180913,C113609857,31.03460053,0.176182842
20180914,C113609857,29.67332547,0.064432321
20180915,C113609857,26.23939296,0.108590296
20180916,C113609857,30.77494402,0.139627865
20180917,C113609857,17.6094547,0.125839549
20180918,C113609857,6.727840368,0.075930633
20180919,C113609857,3.548922505,0.140902592
20180920,C113609857,11.17243375,0.045121799
20180921,C113609857,11.37262441,0.143864005
20180922,C113609857,16.42501394,0.112317717
20180923,C113609857,14.83471621,0.03915932
20180924,C113609857,23.07459545,0.085150508
20180925,C113609857,8.920326046,0.032482527
20180926,C113609857,7.761292159,0.115640603
20180927,C113609857,23.36546482,0.08800805
20180928,C113609857,13.53781818,0.076957608
20180929,C113609857,17.52395888,0.091857007
20180930,C113609857,30.5213624,0.172584317
20181001,C113609857,24.89342957,0.081061244
20181002,C113609857,34.03222548,0.108319524
20181003,C113609857,41.94525451,0.056103663
20181004,C113609857,45.39547475,0.106139237
20181005,C113609857,53.60390018,0.063745339
20181006,C113609857,41.01267824,0.032545587
20181007,C113609857,49.56602363,0.061603196
20181008,C113609857,46.67003004,0.165162541
20181009,C113609857,45.99861125,0.09137426
20181010,C113609857,44.75621853,0.053745958
20181011,C113609857,41.46067248,0.049364324
20181012,C113609857,32.53231084,0.131379665
20181013,C113609857,26.39595039,0.161464679
20181014,C113609857,37.92651182,0.039646042
20181015,C113609857,27.86345045,0.102181508
20181016,C113609857,38.10288822,0.041936117
20181017,C113609857,49.92418696,0.120838265
20181018,C113609857,34.01803956,0.115002281
20181019,C113609857,25.30070661,0.16411187
20181020,C113609857,17.3379536,0.108456549
20181021,C113609857,30.67845329,0.068194817
20181022,C113609857,30.50643645,0.045171774
20181023,C113609857,26.43113916,0.127906084
20181024,C113609857,33.45401242,0.167626711
20181025,C113609857,38.92459673,0.017721929
20181026,C113609857,39.96997551,0.097936618
20181027,C113609857,41.53571062,0.091062005
20181028,C113609857,34.05545993,0.099033969
20181029,C113609857,22.76521972,0.054307138
20181030,C113609857,23.42602431,0.115599228
20181031,C113609857,26.24710214,0.082708795
20181101,C113609857,25.53194202,0.045655982
20181102,C113609857,37.28271489,0.029674757
20181103,C113609857,39.80881031,0.140046637
20181104,C113609857,37.49958269,0.091783542
20181105,C113609857,46.41584836,0.143492777
20181106,C113609857,46.31979342,0.088549179
20181107,C113609857,33.03556991,0.079474972
20181108,C113609857,44.30553648,0.068192088
20181109,C113609857,37.37747787,0.037410179
20181110,C113609857,43.56606624,0.122795927
20181111,C113609857,45.61474445,0.114232538
20181112,C113609857,41.10535128,0.04762799
20181113,C113609857,37.40337291,0.146223239
20181114,C113609857,45.3485668,0.083193513
20181115,C113609857,46.96084223,0.106506165
20181116,C113609857,38.12034487,0.029010572
20181117,C113609857,33.24943004,0.136307288
20181118,C113609857,26.27815411,0.097780157
20181119,C113609857,30.95312693,0.103855397
20181120,C113609857,17.20223799,0.127636097
20181121,C113609857,24.14669885,0.10767892
20181122,C113609857,24.75761869,0.14124221
20181123,C113609857,25.01240872,0.093332829
20181124,C113609857,23.2755538,0.142746563
20181125,C113609857,18.04307446,0.087223235
20181126,C113609857,20.73792865,0.05377578
20181127,C113609857,20.35081813,0.075457116
20181128,C113609857,19.34734559,0.0834737
20181129,C113609857,18.41380167,0.092525679
20181130,C113609857,16.53650512,0.014696122
20181201,C113609857,18.47734084,0.143732731
20181202,C113609857,30.60581732,0.026280972
20181203,C113609857,21.66559662,0.055800674
20181204,C113609857,25.82047103,0.056816771
20181205,C113609857,18.96733675,0.093380053
20181206,C113609857,29.50620422,0.074647222
20181207,C113609857,10.91829802,0.101246582
20181208,C113609857,21.27555488,0.190514164
20181209,C113609857,13.81260195,0.153181422
20181210,C113609857,8.836049551,0.080853964
20181211,C113609857,2.537969838,0.163550316
20181212,C113609857,1.207756768,0.059022771
20181213,C113609857,14.67617476,0.16135762
20181214,C113609857,15.83695048,0.10122429
20181215,C113609857,4.88372965,0.169620657
20181216,C113609857,17.64640547,0.150207053
20181217,C113609857,4.116027851,0.121139687
20181218,C113609857,12.18145032,0.01713019
20181219,C113609857,6.018866801,0.153853993
20181220,C113609857,0.296125533,0.125061718
20181221,C113609857,3.704486691,0.095530752
20181222,C113609857,0.179164185,0.130723635
20181223,C113609857,0.837896052,0.067549786
20181224,C113609857,7.14103775,0.121060141
20181225,C113609857,1.342564543,0.106180679
20181226,C113609857,3.263317037,0.061025867
20181227,C113609857,13.97125211,0.082705811
20181228,C113609857,14.78637696,0.103275229
20181229,C113609857,7.070559168,0.14815858
20181230,C113609857,6.222091516,0.069173581
20181231,C113609857,11.99575527,0.035180689
20190101,C113609857,0.344016638,0.076363939
20190102,C113609857,7.800701915,0.129434068
20190103,C113609857,9.415834824,0.118423633
20190104,C113609857,1.951110938,0.132748624
20190105,C113609857,9.752778614,0.025419437
20190106,C113609857,15.14955582,0.085542491
20190107,C113609857,12.66884057,0.085071783
20190108,C113609857,10.96089544,0.122180699
20190109,C113609857,12.1617485,0.094452895
20190110,C113609857,5.073506437,0.071712402
20190111,C113609857,13.38144207,0.071921637
20190112,C113609857,3.447748041,0.145965833
20190113,C113609857,2.003089344,0.081405292
20190114,C113609857,6.550522362,0.037654524
20190115,C113609857,3.828079754,0.125288702
20190116,C113609857,14.20133297,0.084938958
20190117,C113609857,10.11519215,0.097576001
20190118,C113609857,2.109793945,0.144915938
20190119,C113609857,8.069256033,0.082779539
20190120,C113609857,9.57969615,0.129725998
20190121,C113609857,29.06838805,0.048341665
20190122,C113609857,42.05412525,0.058580426
20190123,C113609857,33.54653593,0.028303533
20190124,C113609857,29.79281445,0.183569964
20190125,C113609857,32.78606809,0.144012275
20190126,C113609857,35.51590794,0.07582821
20190127,C113609857,38.05654568,0.068534545
20190128,C113609857,32.56014019,0.106690779
20190129,C113609857,39.60488515,0.073180866
20190130,C113609857,48.97552723,0.056806826
20190131,C113609857,60.98385958,0.067727694
20190201,C113609857,67.47257446,0.088719235
20190202,C113609857,53.82422834,0.053686727
20190203,C113609857,46.3018696,0.130380787
20190204,C113609857,42.32723022,0.14114102
20190205,C113609857,48.97070448,0.139809593
20190206,C113609857,42.52779084,0.114820112
20190207,C113609857,46.9851968,0.068185873
20190208,C113609857,58.51133875,0.107071662
20190209,C113609857,48.02649236,0.081539733
20190210,C113609857,55.43706242,0.086670885
20190211,C113609857,58.83635194,0.182042974
20190212,C113609857,52.65915544,0.060737752
20190213,C113609857,44.29705958,0.14576026
20190214,C113609857,45.17315003,0.105357269
20190215,C113609857,39.43656602,0.027106572
20190216,C113609857,42.78466879,0.165977925
20190217,C113609857,40.39413594,0.046266155
20190218,C113609857,36.07933667,0.115974679
20190219,C113609857,28.17523497,0.162992641
20190220,C113609857,30.85617284,0.168809026
20190221,C113609857,25.11442883,0.062657569
20190222,C113609857,32.32783269,0.087295287
20190223,C113609857,35.31133998,0.136908532
20190224,C113609857,46.52341378,0.109164845
20190225,C113609857,43.88248703,0.098626288
20190226,C113609857,46.01736041,0.112600489
20190227,C113609857,47.14014944,0.098629521
20190228,C113609857,47.33936475,0.032071499
20190301,C113609857,44.10843622,0.112888998
20190302,C113609857,48.90995636,0.150818677
20190303,C113609857,47.81349017,0.117642742
20190304,C113609857,44.51452983,0.110333801
20190305,C113609857,44.61787751,0.162115749
20190306,C113609857,56.31516042,0.154802006
20190307,C113609857,51.17699527,0.049389767
20190308,C113609857,40.49574435,0.088876205
20190309,C113609857,45.74743746,0.098442206
20190310,C113609857,57.2965093,0.087962225
20190311,C113609857,59.69163095,0.066590398
20190312,C113609857,75.50113681,0.103900673
20190313,C113609857,77.13056148,0.115008672
20190314,C113609857,80.2542892,0.0555846
20190315,C113609857,89.89876259,0.109689976
20190316,C113609857,96.29910083,0.148800206
20190317,C113609857,90,0.076078038
20180101,C146500095,27.6450677,0.509804853
20180102,C146500095,26.45406699,0.464516198
20180103,C146500095,31.42227567,0.509496682
20180104,C146500095,20.54522036,0.531053359
20180105,C146500095,30.64146636,0.551854712
20180106,C146500095,30.16511129,0.487462882
20180107,C146500095,23.0924269,0.484882296
20180108,C146500095,25.00587003,0.476543874
20180109,C146500095,33.55239555,0.506479606
20180110,C146500095,35.55791143,0.506452382
20180111,C146500095,43.47088065,0.519774045
20180112,C146500095,53.70940103,0.526108485
20180113,C146500095,55.96576767,0.537928349
20180114,C146500095,70.50768516,0.533510901
20180115,C146500095,56.39946895,0.57889888
20180116,C146500095,59.78269883,0.49791751
20180117,C146500095,68.87640276,0.554169015
20180118,C146500095,69.3168154,0.549435384
20180119,C146500095,65.8939965,0.589018101
20180120,C146500095,73.69691335,0.541674464
20180121,C146500095,62.05405797,0.50340835
20180122,C146500095,67.45031308,0.498748653
20180123,C146500095,65.58802286,0.554646052
20180124,C146500095,76.95818975,0.542030172
20180125,C146500095,77.0328659,0.494910048
20180126,C146500095,74.84208083,0.508465912
20180127,C146500095,69.93001345,0.503093587
20180128,C146500095,81.50312617,0.542528448
20180129,C146500095,74.34868062,0.533383074
20180130,C146500095,89.3866729,0.476147653
20180131,C146500095,85.10056586,0.524147911
20180201,C146500095,94.15271809,0.500837352
20180202,C146500095,98.86947243,0.519631305
20180203,C146500095,111.8370023,0.572072877
20180204,C146500095,113.0471147,0.48672568
20180205,C146500095,112.4461878,0.505096614
20180206,C146500095,113.9852877,0.580193225
20180207,C146500095,108.1001891,0.531843126
20180208,C146500095,115.1750749,0.542714616
20180209,C146500095,112.9924916,0.508788925
20180210,C146500095,124.8921195,0.490179348
20180211,C146500095,119.6299875,0.54387084
20180212,C146500095,109.4103072,0.518380522
20180213,C146500095,107.164488,0.452593028
20180214,C146500095,109.0581805,0.502856979
20180215,C146500095,116.7957082,0.441676446
20180216,C146500095,126.2239315,0.461464991
20180217,C146500095,136.4684092,0.461655413
20180218,C146500095,138.1050177,0.555079556
20180219,C146500095,151.5476861,0.579317969
20180220,C146500095,150.8520727,0.512024349
20180221,C146500095,147.8536924,0.545273298
20180222,C146500095,155.9904553,0.511117864
20180223,C146500095,158.122942,0.54327929
20180224,C146500095,166.6333869,0.555029655
20180225,C146500095,150.3032918,0.448098399
20180226,C146500095,137.8015431,0.530504842
20180227,C146500095,125.0728206,0.488377735
20180228,C146500095,138.6848735,0.511097627
20180301,C146500095,129.349484,0.515856516
20180302,C146500095,126.2656476,0.425899973
20180303,C146500095,115.1960445,0.479239058
20180304,C146500095,98.53469768,0.465024315
20180305,C146500095,89.74362845,0.475391276
20180306,C146500095,98.00847315,0.506800117
20180307,C146500095,84.07268188,0.518541583
20180308,C146500095,96.83028089,0.517258058
20180309,C146500095,101.710079,0.470556104
20180310,C146500095,100.2507103,0.499217136
20180311,C146500095,93.45269224,0.584936497
20180312,C146500095,103.7633651,0.496854303
20180313,C146500095,105.7238416,0.450978805
20180314,C146500095,102.3992384,0.506240049
20180315,C146500095,103.2539897,0.504220931
20180316,C146500095,106.3408272,0.482510727
20180317,C146500095,93.13744147,0.491224995
20180318,C146500095,92.38916455,0.488925272
20180319,C146500095,96.70949219,0.566934182
20180320,C146500095,108.633452,0.52283707
20180321,C146500095,95.15993822,0.555087504
20180322,C146500095,103.5889547,0.482102097
20180323,C146500095,102.2694387,0.470434861
20180324,C146500095,87.26360525,0.445583137
20180325,C146500095,80.54082172,0.473753793
20180326,C146500095,84.02253519,0.428408517
20180327,C146500095,88.01456127,0.500771377
20180328,C146500095,78.47285051,0.482160869
20180329,C146500095,64.28365761,0.436124082
20180330,C146500095,76.81902284,0.475088626
20180331,C146500095,95.53819755,0.45803335
20180401,C146500095,94.58001223,0.492982401
20180402,C146500095,106.859917,0.507241515
20180403,C146500095,112.9513628,0.508726495
20180404,C146500095,110.2958511,0.534240753
20180405,C146500095,94.31392988,0.540633388
20180406,C146500095,83.94262276,0.5441514
20180407,C146500095,68.63484672,0.476193539
20180408,C146500095,67.80276834,0.534604688
20180409,C146500095,81.80467871,0.522051924
20180410,C146500095,73.51539214,0.471925205
20180411,C146500095,74.86044329,0.547669521
20180412,C146500095,78.25882201,0.483785694
20180413,C146500095,78.02831259,0.457081071
20180414,C146500095,79.59777117,0.480732298
20180415,C146500095,74.62716332,0.498452761
20180416,C146500095,64.07338185,0.492539481
20180417,C146500095,62.640306,0.532011066
20180418,C146500095,75.63269135,0.452715923
20180419,C146500095,80.59012725,0.591231406
20180420,C146500095,81.00314041,0.467585868
20180421,C146500095,83.98578275,0.513237864
20180422,C146500095,87.23894718,0.519645807
20180423,C146500095,82.46407158,0.523994088
20180424,C146500095,95.89520364,0.522337836
20180425,C146500095,98.92209432,0.537031507
20180426,C146500095,101.4719528,0.535088296
20180427,C146500095,105.6868993,0.539957102
20180428,C146500095,123.6681442,0.499536271
20180429,C146500095,121.113194,0.534876299
20180430,C146500095,129.330471,0.515735953
20180501,C146500095,116.23422,0.493323684
20180502,C146500095,104.7236326,0.482029847
20180503,C146500095,101.9042888,0.576430207
20180504,C146500095,107.7556537,0.485682158
20180505,C146500095,94.43946013,0.512437487
20180506,C146500095,91.00737353,0.472706159
20180507,C146500095,86.09579746,0.543478385
20180508,C146500095,69.74931813,0.579212238
20180509,C146500095,64.78015154,0.511172151
20180510,C146500095,58.88325671,0.501002269
20180511,C146500095,62.12340871,0.512290399
20180512,C146500095,55.20443005,0.496009715
20180513,C146500095,57.50231111,0.486987101
20180514,C146500095,60.84107218,0.527432129
20180515,C146500095,61.31592511,0.512014462
20180516,C146500095,58.5036665,0.59276362
20180517,C146500095,63.45682906,0.498032265
20180518,C146500095,56.06063451,0.509623013
20180519,C146500095,56.71389148,0.490375744
20180520,C146500095,51.32707196,0.548759569
20180521,C146500095,42.26452365,0.530171089
20180522,C146500095,41.49360751,0.565039098
20180523,C146500095,31.90621837,0.587074144
20180524,C146500095,47.75541336,0.518270522
20180525,C146500095,50.88064853,0.430859043
20180526,C146500095,58.7371063,0.539561837
20180527,C146500095,52.96976483,0.481270146
20180528,C146500095,47.05360073,0.548351179
20180529,C146500095,48.96149741,0.513381998
20180530,C146500095,49.25512717,0.488432724
20180531,C146500095,55.37970158,0.499153949
20180601,C146500095,49.20078067,0.506516807
20180602,C146500095,44.50787071,0.591061623
20180603,C146500095,40.09111954,0.488806136
20180604,C146500095,52.91456336,0.544253924
20180605,C146500095,49.24661913,0.462097088
20180606,C146500095,49.26799893,0.560230488
20180607,C146500095,57.63458212,0.53833109
20180608,C146500095,40.41515842,0.526181225
20180609,C146500095,36.17957065,0.441572177
20180610,C146500095,33.53715436,0.522292471
20180611,C146500095,37.66681603,0.480978594
20180612,C146500095,20.75381245,0.523175348
20180613,C146500095,16.78454201,0.504303288
20180614,C146500095,21.70733609,0.580790663
20180615,C146500095,25.52104447,0.574644604
20180616,C146500095,24.96373146,0.417322621
20180617,C146500095,36.98749455,0.484906816
20180618,C146500095,51.71882482,0.498748559
20180619,C146500095,47.05474604,0.574574395
20180620,C146500095,47.22814022,0.556215952
20180621,C146500095,45.52191669,0.509065359
20180622,C146500095,42.43033037,0.551370154
20180623,C146500095,42.30795569,0.501067763
20180624,C146500095,44.25036065,0.595591595
20180625,C146500095,41.07808339,0.499687546
20180626,C146500095,32.5513233,0.537224291
20180627,C146500095,35.16028757,0.487383806
20180628,C146500095,38.33687749,0.555400346
20180629,C146500095,35.56418591,0.513210117
20180630,C146500095,39.4707543,0.583466765
20180701,C146500095,28.04832755,0.575209108
20180702,C146500095,27.76408384,0.494767744
20180703,C146500095,39.08809328,0.509941777
20180704,C146500095,42.08785491,0.482287517
20180705,C146500095,25.02745458,0.586406481
20180706,C146500095,32.34360259,0.484523861
20180707,C146500095,40.51137784,0.471634113
20180708,C146500095,43.1725962,0.548249655
20180709,C146500095,43.5022371,0.491620238
20180710,C146500095,53.65446004,0.509959909
20180711,C146500095,61.04789577,0.531020796
20180712,C146500095,65.73917887,0.471103824
20180713,C146500095,62.45119818,0.484869989
20180714,C146500095,65.58318928,0.500371642
20180715,C146500095,59.57665477,0.512930039
20180716,C146500095,55.88468856,0.456285526
20180717,C146500095,60.38984641,0.524882586
20180718,C146500095,73.89530519,0.470329527
20180719,C146500095,73.40148284,0.532393498
20180720,C146500095,64.51386972,0.496286492
20180721,C146500095,69.10837343,0.557015198
20180722,C146500095,69.56200711,0.539450144
20180723,C146500095,71.39098131,0.474142124
20180724,C146500095,73.4768667,0.498844778
20180725,C146500095,71.13204518,0.487222259
20180726,C146500095,63.56465298,0.437481441
20180727,C146500095,69.37080747,0.558991847
20180728,C146500095,57.39720434,0.571255958
20180729,C146500095,54.54283576,0.567155499
20180730,C146500095,66.9810155,0.522831749
20180731,C146500095,69.45100722,0.524530682
20180801,C146500095,66.74020706,0.55515785
20180802,C146500095,64.65449166,0.591565327
20180803,C146500095,65.43482484,0.487633336
20180804,C146500095,78.80751026,0.525943678
20180805,C146500095,80.35291227,0.517754769
20180806,C146500095,91.26056484,0.522463378
20180807,C146500095,77.96552848,0.486602309
20180808,C146500095,69.3885658,0.500318906
20180809,C146500095,62.28860463,0.477227093
20180810,C146500095,64.07919294,0.548163562
20180811,C146500095,71.55112862,0.498669804
20180812,C146500095,71.29189314,0.47558665
